case_number,court_id,alert_type,message,severity
CASE/7938/2020,GUJ-RAJ-14,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 85.1,CRITICAL
CASE/7938/2020,GUJ-RAJ-14,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 2379 days. Bail eligibility to be reviewed.,CRITICAL
CASE/7938/2020,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 6.5 years [General_Criminal].,HIGH
CASE/7938/2020,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0464/2018,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 7.9 years [SC_ST].,HIGH
CASE/0464/2018,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0477/2020,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1974/2016,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 9.7 years [Commercial].,HIGH
CASE/1974/2016,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/1515/2017,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 6.2 years [Matrimonial].,HIGH
CASE/1515/2017,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/6744/2017,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 6.9 years [Commercial].,HIGH
CASE/6744/2017,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9724/2015,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 5.8 years [Commercial].,HIGH
CASE/9724/2015,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9361/2021,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5507/2016,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 7.1 years [Matrimonial].,HIGH
CASE/5507/2016,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4068/2019,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 5.5 years [General_Criminal].,HIGH
CASE/4068/2019,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9465/2017,GUJ-RAJ-14,LONG_PENDING,📛 Case pending for 5.0 years [General_Civil].,HIGH
CASE/4930/2023,GUJ-RAJ-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/4400/2019,GUJ-RAJ-15,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.8,CRITICAL
CASE/4400/2019,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 9.3 years [Senior_Citizen].,HIGH
CASE/4400/2019,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1423/2019,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 9.9 years [Motor_Accident].,HIGH
CASE/1423/2019,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/0926/2022,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 7.2 years [SC_ST].,HIGH
CASE/0926/2022,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/7377/2016,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 6.1 years [SC_ST].,HIGH
CASE/7377/2016,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1550/2021,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 5.0 years [General_Criminal].,HIGH
CASE/1550/2021,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/8988/2022,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 8.5 years [General_Civil].,HIGH
CASE/8988/2022,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/3327/2021,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 7.9 years [General_Criminal].,HIGH
CASE/3327/2021,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/7761/2023,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7940/2023,GUJ-RAJ-15,LONG_PENDING,📛 Case pending for 5.1 years [Motor_Accident].,HIGH
CASE/7940/2023,GUJ-RAJ-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/3047/2018,GUJ-RAJ-16,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 78.2,CRITICAL
CASE/3047/2018,GUJ-RAJ-16,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 199 days.,HIGH
CASE/3047/2018,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 8.5 years [General_Criminal].,HIGH
CASE/3047/2018,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/6706/2017,GUJ-RAJ-16,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 78.0,CRITICAL
CASE/6706/2017,GUJ-RAJ-16,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 2172 days. Bail eligibility to be reviewed.,CRITICAL
CASE/6706/2017,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 6.0 years [General_Criminal].,HIGH
CASE/6706/2017,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/7788/2016,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 6.1 years [POCSO].,HIGH
CASE/7788/2016,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/6346/2020,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 5.4 years [POCSO].,HIGH
CASE/6346/2020,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/3506/2023,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 9.8 years [Motor_Accident].,HIGH
CASE/3506/2023,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/2843/2024,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 6.3 years [Senior_Citizen].,HIGH
CASE/2843/2024,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1975/2022,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/8373/2020,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5757/2015,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 7.6 years [NDPS].,HIGH
CASE/5757/2015,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/8197/2015,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/6053/2019,GUJ-RAJ-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/1985/2019,GUJ-RAJ-16,LONG_PENDING,📛 Case pending for 5.3 years [Property_Dispute].,HIGH
CASE/3747/2019,GUJ-RAJ-17,LONG_PENDING,📛 Case pending for 7.5 years [SC_ST].,HIGH
CASE/3747/2019,GUJ-RAJ-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1176/2015,GUJ-RAJ-17,LONG_PENDING,📛 Case pending for 5.8 years [NDPS].,HIGH
CASE/1176/2015,GUJ-RAJ-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/6990/2018,GUJ-RAJ-17,LONG_PENDING,📛 Case pending for 5.4 years [General_Criminal].,HIGH
CASE/6990/2018,GUJ-RAJ-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/8497/2018,GUJ-RAJ-17,LONG_PENDING,📛 Case pending for 7.9 years [General_Criminal].,HIGH
CASE/8497/2018,GUJ-RAJ-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/2781/2019,GUJ-RAJ-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9450/2016,GUJ-RAJ-18,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 86.9,CRITICAL
CASE/9450/2016,GUJ-RAJ-18,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 3248 days. Bail eligibility to be reviewed.,CRITICAL
CASE/9450/2016,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 8.9 years [General_Criminal].,HIGH
CASE/9450/2016,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5314/2018,GUJ-RAJ-18,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.7,CRITICAL
CASE/5314/2018,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.2 years [Senior_Citizen].,HIGH
CASE/5314/2018,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1216/2024,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.3 years [POCSO].,HIGH
CASE/1216/2024,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/4904/2020,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.0 years [Matrimonial].,HIGH
CASE/4904/2020,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/0976/2020,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 8.0 years [Senior_Citizen].,HIGH
CASE/0976/2020,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7115/2020,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 5.6 years [POCSO].,HIGH
CASE/7115/2020,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/0960/2024,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.1 years [Commercial].,HIGH
CASE/0960/2024,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/7247/2017,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 7.4 years [Commercial].,HIGH
CASE/7247/2017,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9918/2016,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.8 years [General_Civil].,HIGH
CASE/9918/2016,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/5642/2017,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2875/2017,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.2 years [NDPS].,HIGH
CASE/2875/2017,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/5799/2024,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 9.0 years [Motor_Accident].,HIGH
CASE/5799/2024,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/2729/2023,GUJ-RAJ-18,LONG_PENDING,📛 Case pending for 8.4 years [General_Civil].,HIGH
CASE/2729/2023,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/9925/2015,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/6546/2023,GUJ-RAJ-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0704/2018,GUJ-RAJ-19,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 80.3,CRITICAL
CASE/0704/2018,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 9.9 years [SC_ST].,HIGH
CASE/0704/2018,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2741/2017,GUJ-RAJ-19,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 80.1,CRITICAL
CASE/2741/2017,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 9.6 years [SC_ST].,HIGH
CASE/2741/2017,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3544/2017,GUJ-RAJ-19,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 75.0,CRITICAL
CASE/3544/2017,GUJ-RAJ-19,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1716 days. Bail eligibility to be reviewed.,CRITICAL
CASE/3544/2017,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/7168/2018,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 9.4 years [SC_ST].,HIGH
CASE/7168/2018,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/4945/2020,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 8.5 years [SC_ST].,HIGH
CASE/4945/2020,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0494/2024,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 6.6 years [SC_ST].,HIGH
CASE/0494/2024,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/9905/2023,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 6.6 years [General_Criminal].,HIGH
CASE/9905/2023,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0149/2021,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 6.1 years [General_Criminal].,HIGH
CASE/0149/2021,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/7331/2015,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/4893/2023,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/7800/2016,GUJ-RAJ-19,LONG_PENDING,📛 Case pending for 5.8 years [Motor_Accident].,HIGH
CASE/7800/2016,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/8099/2022,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9971/2017,GUJ-RAJ-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5583/2017,GUJ-RAJ-19,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 268 days.,HIGH
CASE/3758/2024,GUJ-RAJ-20,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 78.7,CRITICAL
CASE/3758/2024,GUJ-RAJ-20,LONG_PENDING,📛 Case pending for 7.7 years [SC_ST].,HIGH
CASE/3758/2024,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2098/2022,GUJ-RAJ-20,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 75.9,CRITICAL
CASE/2098/2022,GUJ-RAJ-20,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 229 days.,HIGH
CASE/2098/2022,GUJ-RAJ-20,LONG_PENDING,📛 Case pending for 7.7 years [Motor_Accident].,HIGH
CASE/2098/2022,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/4890/2022,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2649/2015,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/5079/2019,GUJ-RAJ-20,LONG_PENDING,📛 Case pending for 6.7 years [Motor_Accident].,HIGH
CASE/5079/2019,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1523/2020,GUJ-RAJ-20,LONG_PENDING,📛 Case pending for 6.2 years [NDPS].,HIGH
CASE/1523/2020,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1312/2020,GUJ-RAJ-20,LONG_PENDING,📛 Case pending for 5.6 years [Matrimonial].,HIGH
CASE/1312/2020,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/8617/2022,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1872/2020,GUJ-RAJ-20,LONG_PENDING,📛 Case pending for 6.1 years [Motor_Accident].,HIGH
CASE/1872/2020,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1590/2019,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0005/2021,GUJ-RAJ-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/6813/2016,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5669/2021,GUJ-SUR-01,LONG_PENDING,📛 Case pending for 7.6 years [Matrimonial].,HIGH
CASE/5669/2021,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/7729/2023,GUJ-SUR-01,LONG_PENDING,📛 Case pending for 6.0 years [NDPS].,HIGH
CASE/7729/2023,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0399/2019,GUJ-SUR-01,LONG_PENDING,📛 Case pending for 8.7 years [Motor_Accident].,HIGH
CASE/0399/2019,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/5597/2020,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7862/2022,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/5143/2021,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/6990/2021,GUJ-SUR-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/8030/2018,GUJ-SUR-01,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 677 days. Bail eligibility to be reviewed.,CRITICAL
CASE/4251/2021,GUJ-SUR-01,LONG_PENDING,📛 Case pending for 5.5 years [Property_Dispute].,HIGH
CASE/0774/2018,GUJ-SUR-02,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 78.3,CRITICAL
CASE/0774/2018,GUJ-SUR-02,LONG_PENDING,📛 Case pending for 7.3 years [SC_ST].,HIGH
CASE/0774/2018,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1357/2024,GUJ-SUR-02,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 76.8,CRITICAL
CASE/1357/2024,GUJ-SUR-02,LONG_PENDING,📛 Case pending for 9.0 years [Commercial].,HIGH
CASE/1357/2024,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9891/2016,GUJ-SUR-02,LONG_PENDING,📛 Case pending for 8.6 years [SC_ST].,HIGH
CASE/9891/2016,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2988/2015,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5027/2017,GUJ-SUR-02,LONG_PENDING,📛 Case pending for 5.5 years [SC_ST].,HIGH
CASE/5027/2017,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3055/2017,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9022/2024,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/5919/2021,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8846/2016,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3280/2015,GUJ-SUR-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/9879/2024,GUJ-SUR-03,LONG_PENDING,📛 Case pending for 8.9 years [Senior_Citizen].,HIGH
CASE/9879/2024,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/6986/2024,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/9726/2021,GUJ-SUR-03,LONG_PENDING,📛 Case pending for 6.5 years [Senior_Citizen].,HIGH
CASE/9726/2021,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8414/2022,GUJ-SUR-03,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 272 days.,HIGH
CASE/8414/2022,GUJ-SUR-03,LONG_PENDING,📛 Case pending for 7.6 years [Property_Dispute].,HIGH
CASE/5853/2019,GUJ-SUR-03,LONG_PENDING,📛 Case pending for 7.1 years [NDPS].,HIGH
CASE/5853/2019,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0800/2019,GUJ-SUR-03,LONG_PENDING,📛 Case pending for 10.0 years [Property_Dispute].,HIGH
CASE/0800/2019,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/0801/2019,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/9902/2023,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/3996/2022,GUJ-SUR-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/8982/2021,GUJ-SUR-04,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 79.0,CRITICAL
CASE/8982/2021,GUJ-SUR-04,LONG_PENDING,📛 Case pending for 9.5 years [Senior_Citizen].,HIGH
CASE/8982/2021,GUJ-SUR-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8026/2016,GUJ-SUR-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/7661/2024,GUJ-SUR-04,LONG_PENDING,📛 Case pending for 9.4 years [Matrimonial].,HIGH
CASE/7661/2024,GUJ-SUR-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/4162/2020,GUJ-SUR-04,LONG_PENDING,📛 Case pending for 6.0 years [Senior_Citizen].,HIGH
CASE/4162/2020,GUJ-SUR-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8495/2018,GUJ-SUR-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3576/2016,GUJ-SUR-05,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.8,CRITICAL
CASE/3576/2016,GUJ-SUR-05,LONG_PENDING,📛 Case pending for 9.3 years [Senior_Citizen].,HIGH
CASE/3576/2016,GUJ-SUR-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3104/2023,GUJ-SUR-05,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 78.7,CRITICAL
CASE/3104/2023,GUJ-SUR-05,LONG_PENDING,📛 Case pending for 6.8 years [POCSO].,HIGH
CASE/3104/2023,GUJ-SUR-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/0377/2022,GUJ-SUR-05,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.1,CRITICAL
CASE/0377/2022,GUJ-SUR-05,LONG_PENDING,📛 Case pending for 8.3 years [Senior_Citizen].,HIGH
CASE/0377/2022,GUJ-SUR-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3729/2016,GUJ-SUR-05,LONG_PENDING,📛 Case pending for 8.1 years [Motor_Accident].,HIGH
CASE/3729/2016,GUJ-SUR-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1918/2016,GUJ-SUR-05,LONG_PENDING,📛 Case pending for 6.4 years [General_Criminal].,HIGH
